TERRA_chr1p	0
TERRA_chr1q	378
TERRA_chr2p	0
TERRA_chr2q	0
TERRA_chr3p	0
TERRA_chr3q	85
TERRA_chr4p	0
TERRA_chr4q	294
TERRA_chr5p	0
TERRA_chr5q	12
TERRA_chr6p	0
TERRA_chr6q	0
TERRA_chr7p	0
TERRA_chr7q	0
TERRA_chr8p	353389
TERRA_chr9p	166
TERRA_chr9q	31
TERRA_chr10p	0
TERRA_chr10q	853
TERRA_chr11p	0
TERRA_chr11q	0
TERRA_chr12p	9
TERRA_chr13q	9
TERRA_chr14q	0
TERRA_chr15p	0
TERRA_chr15q	2947
TERRA_chr16p	8
TERRA_chr16q	24
TERRA_chr17p	0
TERRA_chr17q	0
TERRA_chr18p	0
TERRA_chr18q	0
TERRA_chr19p	47271
TERRA_chr19q	0
TERRA_chr20p	2047
TERRA_chr20q	39
TERRA_chr21q	14
TERRA_chr22q	527
TERRA_chrXq	39
